Id,V1,V2,Hashtag
1719,-7.140469224,-34.52492177,July4th
1720,6.64943434,75.83796882,nutrition
1721,45.44534394,-1.527583119,Thanks
1722,51.87872674,-19.72890361,Vacation
1723,-8.682044765,-2.868148017,lgbt
1724,17.29124526,44.8555152,sigh
1725,16.60987371,46.19629867,seriously
1726,-4.658927589,-64.34596014,election
1727,-9.786171962,-42.94776476,police
1728,-4.853748572,-63.1152055,dumptrump
1729,-68.27938163,17.96835367,cupcakes
1730,-32.53418528,-23.04257113,utah
1731,18.78116206,41.19999261,pathetic
1732,49.44882288,3.846280568,RealTalk
1733,-48.24747001,29.50867009,tistheseason
1734,-60.23201588,-42.86850979,venicebeach
1735,-8.93388748,85.174759,it
1736,-50.30217925,-9.845187076,earthday
1737,12.38998502,43.81750029,whoops
1738,-41.13891183,-21.90223928,blizzard
1739,44.06133475,-3.89621626,Help
1740,20.42154207,-48.91371915,MiercolesDeGanarSeguidores
1741,-60.28928635,50.28703194,WashingtonDC
1742,-23.88407912,76.56644886,millennials
1743,-21.45147183,-4.863591639,snowmaggedon2016
1744,58.19995186,-36.39713923,interiordesign
1745,22.45496509,17.64652742,KUWTK
1746,56.17835831,24.76392584,soundcloud
1747,-54.84892461,-46.96324956,LAX
1748,26.00721622,-55.47010971,BuenasNoches
1749,-18.3609739,-42.10485956,Canadian
1750,41.29231506,-14.9769771,Breakfast
1751,-9.460426321,37.30140062,ready
1752,85.13066845,-21.53365863,TakeAKnee
1753,-26.75555879,34.99422127,bride
1754,-50.62270207,-5.849600778,roses
1755,13.9071209,-27.52138783,Sooners
1756,-48.90234569,13.75036047,cocktail
1757,36.72018384,-37.68471605,LakeShow
1758,41.39930939,14.532645,iTunes
1759,15.23807437,-29.82382186,BoomerSooner
1760,-42.38049151,-33.6489521,costarica
1761,-53.41300237,-11.61266674,bird
1762,-49.68342867,36.18150801,tradition
1763,41.67809678,-14.55504382,Brunch
1764,-6.669753969,-64.45841058,cnn
1765,51.7500618,-57.9407965,Blackhawks
1766,8.001225042,24.02829447,deadpool
1767,45.44577819,7.116108415,New
1768,-29.56033117,71.02979252,content
1769,21.71295299,-1.913139422,SummerSixteenTour
1770,-28.3887602,-6.519577427,pumpkin
1771,-32.26091329,-17.08719778,ohio
1772,-51.69026143,12.15761128,ThirstyThursday
1773,0.443689488,-30.9661299,Barcelona
1774,21.00683967,-53.30145667,FuerzaMexico
1775,-60.1139194,-42.94815808,socal
1776,-46.49396003,38.03362661,brother
1777,38.62751745,47.70798757,men
1778,57.45050989,-67.66527205,Rangers
1779,-28.6922091,38.66115615,laugh
1780,-44.86500916,-3.982878407,colorful
1781,-16.29032477,31.70227754,happysunday
1782,-63.41426643,60.1007329,Savage
1783,-12.65162606,35.27376489,MondayMorning
1784,13.51430284,44.00452575,annoyed
1785,41.12721742,-38.96977209,Believeland
1786,-9.590715146,-59.23240543,racist
1787,-79.98048178,11.02196767,eat
1788,30.39323731,68.83847771,sleepy
1789,-21.59892705,28.78610231,boy
1790,-67.87865136,19.76793116,addicted
1791,12.17096297,33.96802404,blocked
1792,-15.74824906,-60.79241339,Sad
1793,-10.30792081,57.42264802,positive
1794,1.089617216,-6.120815768,IWD2016
1795,12.37691082,-21.80601196,WeAre
1796,81.31207336,23.29576209,olympics
1797,-2.20707583,22.21065082,nostalgia
1798,15.09503327,-22.76501558,FightOn
1799,19.74945554,13.73855955,fav7films
1800,58.53809036,-31.95061167,tattoos
1801,-6.757654144,-61.01183813,obama
1802,41.62565304,43.21902099,nails
1803,57.40064627,-0.965411639,Faith
1804,-12.89619001,-67.83829509,TrumpRally
1805,-21.82605329,49.67950602,justice
1806,5.328433708,-23.93342447,UCL
1807,-86.94990125,6.797122171,mexican
1808,-46.91547342,-26.46543987,lakelife
1809,1.352824991,-50.77355454,ivoted
1810,-14.18830617,-65.11692752,Republicans
1811,-38.56185346,19.60416037,bday
1812,5.565854102,35.03324426,insomnia
1813,-51.27841792,9.861478479,winetasting
1814,27.77709169,34.91186129,actorslife
1815,83.58458991,26.36575695,volleyball
1816,-1.162879164,20.05245503,gaming
1817,53.3412195,-66.10077902,worldseries
1818,22.27263476,-62.4982677,Guatemala
1819,-47.91512188,16.75865599,drunk
1820,9.438128908,9.928465642,Bachelorette
1821,-46.38646816,27.4163032,ChristmasEve
1822,-25.42194918,26.63853721,instapic
1823,-82.55979431,8.686094517,pasta
1824,-20.82125087,16.9591537,soexcited
1825,8.615876911,11.82859816,GottaCatchEmAll
1826,89.49707307,-22.72593123,Bears
1827,8.342569649,-5.266086034,RIPAlanRickman
1828,57.1102703,-63.74435074,AllStarGame
1829,20.37909086,42.98878044,irony
1830,-24.59723258,-58.64763131,TrumpRussia
1831,12.0015898,10.50456892,Supernatural
1832,30.11860636,37.62039391,behindthescenes
1833,-78.01297091,-21.47507052,shoutout
1834,-81.8388802,9.377615698,chef
1835,-2.873402526,66.74259944,nevergiveup
1836,5.87073711,-26.88719258,insurgentent
1837,4.749788307,-24.50755057,RealMadrid
1838,6.623308941,-37.32817284,GBR
1839,-29.41419022,42.91884436,marriage
1840,63.24792464,-37.32502216,ink
1841,-5.016025526,-61.21920792,donaldtrump
1842,7.561604068,-11.64175955,Daytona500
1843,-43.30821153,16.23765367,karaoke
1844,16.41212894,-11.19593323,NYE2016
1845,-2.999004493,-52.16383133,RNC2016
1846,24.85001689,-59.70424873,VivaMexico
1847,23.09553275,-18.70963762,RIPJoseFernandez
1848,-43.10486148,37.97575962,daughter
1849,34.92206002,13.2869548,KanyeWest
1850,-18.40862142,-66.54346844,PresidentTrump
1851,13.45317117,3.821241006,LeapDay
1852,42.78383069,-43.34301299,Spurs
1853,27.70610039,-61.48034197,Guadalajara
1854,-43.90753454,17.15014163,partytime
1855,82.42440794,24.22320683,USWNT
1856,1.166598306,17.85494881,magickingdom
1857,23.95272491,-22.74334131,NHLAllStar
1858,12.44174915,18.45935949,CarrieFisher
1859,-52.98751405,-29.40805502,poolside
1860,-38.62568857,18.3316388,bowling
1861,-83.69938375,8.890493909,shrimp
1862,11.42838091,-13.81180518,Indy500
1863,50.41896806,25.16802409,bars
1864,-10.63069309,32.57844201,nosleep
1865,9.569970324,74.39488717,Fitbit
1866,52.92564315,-9.545979599,GoodTimes
1867,89.8786255,-20.17693011,Chiefs
1868,-39.90477203,-18.83010273,frozen
1869,39.98592456,37.45690356,retro
1870,24.24653973,0.534086985,RunningManChallenge
1871,-12.38979909,29.82081896,werk
1872,-10.47314561,-63.50565194,NRA
1873,29.35781826,-5.200992523,BLESSED
1874,-58.23594034,-41.07956819,malibu
1875,6.076066456,-28.11766146,MasterChefMx
1876,-39.13544512,-64.77598708,Broadway
1877,5.105629866,9.646820086,dubchallenge
1878,-6.445548625,1.376811875,ufc
1879,0.399645438,4.121182984,got
1880,-61.77733989,-48.60218924,SoCal
1881,41.87328989,-42.31355854,cavs
1882,65.78364817,-38.87117282,illustration
1883,-84.59596104,10.90712314,instafood
1884,-65.63500873,63.2591051,career
1885,5.079029796,-7.23395675,BB19
1886,-32.32049271,72.94152635,digital
1887,-71.7198642,9.679371648,healthyfood
1888,-64.43432332,63.36489995,security
1889,-37.49068128,32.50580228,soproud
1890,-28.59478921,73.79488673,brand
1891,43.36350434,-32.84450349,mvp
1892,42.33881014,7.204860646,Video
1893,16.00376127,46.05218166,lame
1894,57.59561378,24.58702582,song
1895,-79.03606362,-26.23498539,Kentucky
1896,34.49409181,-35.30629196,SagerStrong
1897,12.21635891,45.41861579,ohwell
1898,6.240888016,-37.45636289,rio2016
1899,-14.2986632,34.09351015,mondays
1900,-32.33867097,66.55395027,google
1901,-3.144481222,11.66412719,Fridaythe13th
1902,-56.81998813,-12.608319,getoutside
1903,19.0935998,18.74734679,MrRobot
1904,-41.57817287,37.26189713,daddysgirl
1905,49.17198534,3.314723592,Fact
1906,5.544463099,-38.64695955,Zika
1907,57.72266236,-67.31382838,NLCS
1908,-73.04204576,11.61492998,eatlocal
1909,51.25928674,-67.36078904,dodgers
1910,35.62882372,36.80151479,MetGala
1911,85.35890924,-18.27672843,NEvsDEN
1912,-24.39256299,27.31796817,instamood
1913,17.18326195,41.50234169,duh
1914,-31.05631216,43.61131006,kiss
1915,-26.77586292,69.37388416,Business
1916,-21.60344524,-62.12251131,Putin
1917,33.43087936,72.60728822,adorable
1918,20.8039111,-22.13220946,TheMasters
1919,27.87966104,18.3351313,askingforafriend
1920,53.88506877,27.07163365,rocknroll
1921,23.41781155,5.795679076,Formation
1922,16.03644631,65.27344366,Health
1923,31.71563943,9.698257008,JustSaying
1924,58.19813287,0.725503601,Believe
1925,-23.48500036,46.76367685,selflove
1926,41.27773606,5.305490092,Follow
1927,-5.665650878,-78.35629113,electionday
1928,32.27118218,34.33565396,redcarpet
1929,13.29622938,43.61881116,overit
1930,-83.30454255,5.704466759,lobster
1931,-24.88411604,27.73452375,igers
1932,47.6607973,-13.29406837,Summer16
1933,58.26014997,-70.46407627,Baseball
1934,53.70117458,26.71860955,blues
1935,66.28124637,-36.36100714,artists
1936,27.68757622,-35.15114085,ballislife
1937,-45.16609089,-13.73039142,fog
1938,-27.18310834,24.47642704,boys
1939,18.32962148,35.40923767,FirstWorldProblems
1940,2.740111033,-29.72347856,Euro2016Final
1941,22.17118992,-2.054697897,SummerSixteen
1942,6.694308569,38.39169227,wishfulthinking
1943,-31.08419427,61.44664665,edtech
1944,-58.40137727,-47.40647707,bayarea
1945,-42.14292132,33.76160835,proudmom
1946,50.40237487,-21.89252196,RoadTrip
1947,6.732091996,-6.599343605,PrettyLittleLiars
1948,46.53842468,-32.72375388,Playoffs
1949,22.9649297,-59.84669189,Chile
1950,89.87247822,-18.58052953,TomBrady
1951,-4.704771191,-23.41494545,Nice
1952,37.49163695,73.02464787,pitbull
1953,75.66138804,-19.6725591,riseup
1954,42.81688572,19.00054411,sogonechallenge
1955,-48.95042334,38.37752885,lovethem
1956,39.60943627,-2.129256509,LIT
1957,-16.86135243,-64.85936821,Cruz
1958,-49.82685832,11.23881956,drinklocal
1959,-1.239998466,35.91475478,simple
1960,83.34438303,-19.73779805,GiantsPride
1961,-83.32341304,-26.10758946,exposed
1962,7.181656668,28.35613973,creepy
1963,63.10832268,44.10701387,TheRevenant
1964,12.5919172,-23.60668764,GoGators
1965,15.61095143,18.87831976,LukeCage
1966,-50.36986258,-16.11141715,cloud
1967,27.64641009,-54.04604495,Viernes
1968,-45.11019508,17.08459748,girlsnight
1969,-19.32574825,-67.47827041,draintheswamp
1970,33.30777758,-14.12692687,The
1971,-5.613696703,16.18666146,read
1972,-3.905419996,-64.08528524,democracy
1973,33.49259452,68.32012758,kitty
1974,-72.65060302,19.26308416,pancakes
1975,0.007828647,46.76591316,feels
1976,80.9140909,-17.65182255,SEAvsCAR
1977,40.02196811,40.54085773,woman
1978,-32.78701293,-9.903320032,zoo
1979,73.9834812,-20.90884628,BearDown
1980,36.18913801,3.120753403,Proud
1981,-8.03990261,81.13137549,now
1982,-17.56284179,29.35732019,waiting
1983,-79.22259102,-27.57108133,Indiana
1984,-34.51215528,61.46412767,collaboration
1985,-55.43964226,-11.24755619,wild
1986,33.14589229,67.95444816,meow
1987,-81.89702048,2.847554671,oysters
1988,48.12377743,43.652176,custom
1989,80.27653482,-22.1470316,superbowl50
1990,-3.983356469,48.52466386,deep
1991,14.35042701,-23.15460433,PennState
1992,11.28347874,-13.90516978,KentuckyDerby
1993,86.61000158,-18.77609275,GoPats
1994,8.484406294,-10.01762065,ColoringBook
1995,45.03083507,-21.10519792,Snow
1996,-47.33267315,10.1419767,bourbon
1997,-78.91331042,-25.74265951,NewJersey
1998,-17.20027445,-55.01402833,covfefe
1999,-15.20891768,51.22173128,prayers
2000,3.083531822,7.993786984,nationalgirlfriendday
2001,6.734582795,23.13277494,wonderwoman
2002,-29.01268631,71.16700436,advertising
2003,4.799819431,13.51252515,Overwatch
2004,10.68751171,65.00053215,5k
2005,-7.842839155,-7.524851471,PrayersForOrlando
2006,6.149382472,21.02674878,superman
2007,-36.01729275,-0.045018182,photos
2008,-8.184515627,5.057807054,anxiety
2009,-11.46751886,-32.20032466,happy4th
2010,-25.67405124,57.21742623,journalism
2011,11.95281825,50.15309853,really
2012,87.2714812,-18.8983737,PatriotsNation
2013,16.30658308,16.85312589,Westworld
2014,-26.27540171,46.32146253,kindness
2015,50.32051103,-16.05030582,Photography
2016,39.00214811,-39.01661579,Raptors
2017,-15.81524773,-42.4612739,cdnpoli
2018,43.31885497,-16.05489753,Dinner
2019,-38.50254434,22.43092648,bestie
2020,90.12151104,-21.44185759,Jets
2021,-7.385611518,55.09601099,word
2022,33.68582311,9.460977553,ICYMI
2023,33.90798909,25.07717491,coachella
2024,-67.57528021,17.88091244,candy
2025,-49.56768538,-65.54061433,queens
2026,-28.75606908,4.356231736,events
2027,10.3184888,38.76366664,subtweet
2028,-34.98126639,-32.7867653,panama
2029,29.10511805,-25.82363065,StanleyCupPlayoffs
2030,-17.79798093,-47.36622846,Israel
2031,-7.505050433,53.41318473,decisions
2032,-9.052762869,12.22508279,DaylightSavingTime
2033,3.796932611,-35.56524959,RyderCup
2034,-7.434467946,-7.662855703,OrlandoStrong
2035,-6.799014857,-42.11960708,PresidentsDay
2036,-30.34817059,52.86965415,service
2037,-67.23956736,59.63026876,Louisville
2038,-12.58633506,-34.58187648,murica
2039,8.910781009,76.07754482,weightloss
2040,-10.85242592,-40.07905062,military
2041,-49.17117461,-7.641456442,springtime
2042,33.89202421,50.66355841,models
2043,-81.82261545,8.741196482,salmon
2044,54.50307843,-6.228772409,Smile
2045,-66.04359397,57.02107331,Milwaukee
2046,-31.35286018,28.94148074,lovelife
2047,-62.0670898,-48.83028754,CA
2048,-45.98396753,38.21105521,nephew
2049,55.86718165,25.2205563,beats
2050,6.502139448,-36.90167433,GER
2051,-20.87138322,-40.40013967,Japan
2052,-6.60222858,-6.336450684,NationalComingOutDay
2053,-38.2265704,-1.105593308,nikon
2054,11.09295041,15.4307926,BatmanvsSuperman
2055,11.64944318,5.591711339,XFiles
2056,13.98771251,43.42599913,pissed
2057,11.12117638,68.79269541,beast
2058,-14.04500366,-67.05908103,Republican
2059,80.38156158,-22.02517599,sb50
2060,-12.08185327,59.36394779,inspiring
2061,31.49381616,-13.83413871,No
2062,-20.34548533,21.32153928,boomerang
2063,28.64434634,5.013295847,ff
2064,-11.81811942,1.645742642,NASA
2065,27.75398463,-55.09364327,Domingo
2066,-41.92505163,37.09855558,daddy
2067,-39.29294871,37.78401946,babygirl
2068,-11.09206931,0.947592204,Science
2069,-16.96151095,-53.4491331,AHCA
2070,54.18611052,-64.32520853,WorldSeries2017
2071,18.1826802,43.84116806,stupid
2072,46.94742002,48.73184127,designer
2073,-7.356662384,-34.59129835,4thofJuly
2074,-86.36193244,6.986210043,mexicanfood
2075,-21.21098116,19.90993401,latenight
2076,56.88598144,-67.59577394,Royals
2077,-71.17585122,13.77622302,fruit
2078,3.341951743,11.23711155,PS4
2079,35.6592866,72.07134438,naptime
2080,29.73900656,45.55675304,sunglasses
2081,-47.12681479,-37.03355982,caribbean
2082,18.986919,-28.22768129,LSU
2083,81.79005708,-13.92229086,ladygaga
2084,43.67702696,29.48709462,practice
2085,-12.00141974,-31.73059177,memorialday
2086,-8.302836532,-58.81420717,lies
2087,-24.96674295,9.684584425,classof2017
2088,-49.26772172,10.71188053,NationalBeerDay
2089,56.16568435,26.113158,musician
2090,28.84103743,10.05692543,ByeFelicia
2091,92.43972865,-20.89208739,NFLSunday
2092,-25.36383859,10.56909575,senioryear
2093,33.37869518,7.368556312,Wow
2094,10.22361469,-9.131150703,WCE
2095,24.37250361,-55.21721996,Caracas
2096,8.188730999,8.899156706,thebachelor
2097,-6.048250304,-12.43617949,MardiGras
2098,43.3670859,-34.84654628,Champions
2099,47.99993039,12.82704735,DJ
2100,43.17448219,-32.36059807,champs
2101,57.19183888,25.12327933,pop
2102,-19.08296148,10.8933932,day1
2103,-10.56245112,57.64282249,positivity
2104,-11.54863787,-32.13915813,july4th
2105,54.39821763,25.91963789,bass
2106,5.842928897,-8.415276905,BlackPanther
2107,49.23987718,-67.9535216,yankees
2108,2.935530164,-80.34520175,PrimaryDay
2109,-36.61915528,-15.88228233,puremichigan
2110,-1.678269976,-35.19098432,picture
2111,-36.00189088,23.39503608,surprise
2112,9.427078657,-1.961048412,FreeKodak
2113,-16.13212811,5.88011354,library
2114,-6.74717614,-29.4227614,NC
2115,-35.77282306,0.531831202,pic
2116,-20.22380797,25.32644053,eyes
2117,29.95516334,38.61727319,shooting
2118,-15.09751485,50.86548472,jesus
2119,74.88573402,-13.86815268,Coldplay
2120,37.72235204,75.6166567,pet
2121,20.90506688,-49.52199479,SIGUEMEYTESIGO
2122,28.8786006,-26.62228907,StanleyCupFinal
2123,15.2409982,50.84249946,joke
2124,51.58826069,-5.026415483,Team
2125,-24.71519156,71.17515416,Entrepreneur
2126,81.63351622,-22.80813413,cowboys
2127,-19.78885817,-60.27120007,NorthKorea
2128,15.06700002,22.60372028,Zootopia
2129,-82.11835557,4.472802642,foodtruck
2130,53.87456438,-6.786341585,Me
2131,35.5657545,16.32756728,Adele
2132,-33.65044889,54.1698313,youth
2133,-79.16370991,-26.73384946,Maine
2134,7.27964677,-19.00457825,VoteBajaBlast
2135,42.12558117,-11.74132935,Wine
2136,-6.386232071,-61.30470816,potus
2137,38.49832856,75.07418279,puppies
2138,84.52274169,22.18469387,Brazil
2139,-78.82033819,-28.28221127,Alaska
2140,-78.17750935,-21.10740048,famous
2141,57.52185683,4.514711963,Success
2142,38.94825946,-20.74997903,NJ
2143,-51.97370074,-25.97395386,heatwave
2144,-4.985093448,-60.6642985,fucktrump
2145,45.03449876,-21.34229715,Winter
2146,13.57271651,38.99776752,neveragain
2147,-4.350236805,-15.98399726,lrt
2148,57.69567779,2.631389832,Inspiration
2149,-64.34696419,51.3646418,Ontario
2150,42.86430035,-31.98280041,champions
2151,-53.41803589,-8.626319764,butterfly
2152,-7.430611636,-7.571353395,OrlandoUnited
2153,43.31005992,54.77127874,nyfw
2154,-76.18395315,-26.61797401,Nevada
2155,9.506751573,-28.11833661,UCLA
2156,80.76629938,-29.56470808,HOF
2157,41.31842626,-0.322526687,TrueStory
2158,-30.74150989,-29.13227056,adventures
2159,-14.9698142,51.93850912,prayer
2160,-15.14561519,15.2404,livingthedream
2161,13.79274704,-52.28531373,salud
2162,7.828306011,-55.36579809,sinfiltro
2163,-16.28520928,-66.86376138,MSM
2164,-29.32311331,-33.91750905,flying
2165,75.8595202,-17.37660862,SKOL
2166,-30.63628954,-37.24935698,travelgram
2167,-37.09297516,19.87495115,hbd
2168,-8.281498348,4.973623436,depression
2169,39.18075316,7.525877706,TV
2170,-36.66682768,28.27576487,godisgood
2171,60.78944944,-32.51982438,anime
2172,55.96025377,26.59521244,piano
2173,-28.15639801,-36.43804856,tourist
2174,-26.17360927,11.95730628,mannequinchallenge
2175,64.95499161,-41.81806638,arte
2176,-78.25550567,-22.38473216,snap
2177,38.61559066,-2.556593109,SquadGoals
2178,-15.00912281,53.78384283,patience
2179,-18.86188512,46.8994784,selfcare
2180,-29.59449124,-33.69935192,fly
2181,-7.995851354,-5.571242715,Pride2016
2182,10.80793172,45.7626903,byefelicia
2183,8.205915632,11.74923742,TeamMystic
2184,-13.90729812,55.18224815,courage
2185,90.8730605,-22.20229795,Rams
2186,-45.41972061,-30.37060271,salty
2187,54.92579416,-66.00491315,gocubsgo
2188,84.83696673,-16.2166122,GoBroncos
2189,8.218944877,11.74226514,TeamValor
2190,33.30506132,42.47210227,blackgirlmagic
2191,-66.61790834,57.32862109,Memphis
2192,52.70810303,22.09504838,performance
2193,-13.38734527,7.486449207,fuckcancer
2194,-51.32133939,-28.41420445,summerfun
2195,11.87096832,10.22723751,Arrow
2196,13.05825589,14.45164865,GilmoreGirls
2197,-30.12503963,9.852218513,games
2198,-31.05880603,71.68360635,mobile
2199,0.388280941,62.34249726,workhardplayhard
2200,6.482089447,75.89356236,diet
2201,1.134249106,64.50661515,cantstopwontstop
2202,6.815390835,65.77276506,recovery
2203,0.048405968,-31.93795845,Haiti
2204,-17.37981876,-66.28076464,Hannity
2205,-66.00778729,62.65128193,Education
2206,-13.62536844,-60.90668381,Karma
2207,22.24308252,16.55925638,NationalHugDay
2208,11.69452314,8.637926399,AlanRickman
2209,-22.47388462,-39.0379014,Italy
2210,19.34669683,42.90275632,bullshit
2211,55.51207126,27.44886845,band
2212,42.81714382,-16.20672166,Lunch
2213,35.87115315,15.58080795,JustinBieber
2214,18.84068824,19.2503049,HBO
2215,28.26410496,2.191996851,Win
2216,-8.263768631,47.30920324,everyday
2217,-25.0696349,7.46102002,firstdayofschool
2218,-15.05247503,50.85097843,god
2219,-26.57904475,-17.40535278,phoenix
2220,89.35474319,-21.29276646,Chargers
2221,41.36876953,-37.90393744,CLE
2222,-30.53319425,55.98173256,math
2223,-43.06439977,-51.46322976,construction
2224,-41.90148643,14.59917877,vip
2225,73.84998166,-14.60935682,BroncosWin
2226,-4.979611902,24.64137359,unicorn
2227,13.45108993,-43.95759042,USAvARG
2228,80.48869848,-30.43742073,Cardinals
2229,19.61126265,22.43485753,MerylStreep
2230,-24.33096693,72.08488507,entrepreneurship
2231,-5.848249928,-61.86214888,president
2232,-5.121944316,-16.48630834,LRT
2233,51.56237494,-11.60999974,Weekend
2234,-80.81901097,-20.65977086,sex
2235,28.32151028,35.36328173,setlife
2236,-74.10806022,5.897500274,turkey
2237,7.982470217,-15.38993251,MayMac365
2238,2.905998246,7.42525544,nationalboyfriendday
2239,-19.95826555,-41.04410807,Germany
2240,-15.75193445,-67.94423871,President
2241,-19.05516227,-67.14598353,AmericaFirst
2242,-32.93620025,44.44777451,romance
2243,33.13962792,21.77760269,worship
2244,10.14731759,-27.93227216,USC
2245,-7.681802227,48.41128621,living
2246,5.555217642,-39.96613129,Golf
2247,-16.67118799,35.8084576,sundaymorning
2248,-3.080687229,10.23354997,NationalMargaritaDay
2249,81.50183297,-18.26076947,GBvsAZ
2250,-30.55649533,-18.5466736,ottawa
2251,4.168317807,32.11654184,finalsweek
2252,-80.74737508,12.9605558,tasty
2253,13.85925762,19.35679193,DoctorWho
2254,2.131718694,-81.28013589,iVoted
2255,51.06598972,43.93284681,gifts
2256,-9.957654028,84.3019357,we
2257,-26.19665411,45.79040124,unity
2258,-19.29063419,-67.5505324,DrainTheSwamp
2259,23.34786826,-0.996074023,Rihanna
2260,-17.48918635,17.85113456,goodluck
2261,10.11359985,28.98012869,trash
2262,-2.712232982,-4.428414179,MLKDAY
2263,-16.30027568,2.84291069,feminism
2264,-81.35064444,6.383597078,italian
2265,17.33926539,-9.151990246,TheGreatest
2266,-54.04273111,-28.86555108,poolparty
2267,36.76210368,-31.45583102,cleveland
2268,20.4855601,-49.35641609,ViernesDeGanarSeguidores
2269,46.32053095,12.298284,R
2270,-33.89928741,42.68452835,wife
2271,8.616716564,5.660591747,TheBachelorFinale
2272,-16.88621593,-60.90307842,immigration
2273,-30.25039524,50.7900583,donate
2274,15.99275704,21.19829689,Gotham
2275,35.0605827,-3.054590984,DMV
2276,15.28738558,45.78698893,annoying
2277,-13.3684206,7.449706126,cancersucks
2278,-14.73744787,46.10120666,pain
2279,-33.43467398,-47.77604769,??????????
2280,-46.43717142,38.54612225,siblings
2281,51.52450316,-60.35060163,BeatLA
2282,-79.07608969,-26.04490539,Louisiana
2283,-47.3876739,-36.88382958,island
2284,36.65901202,-37.49669851,Kobe
2285,65.93103564,-40.13031676,paint
2286,-30.47652678,-24.65211341,grandcanyon
2287,-22.32426431,37.23046104,special
2288,-83.1917864,8.995704554,beef
2289,-40.42465181,-8.003970599,supermoon
2290,11.83114988,75.01495009,gymtime
2291,70.87939418,17.96218939,wrestling
2292,-81.56511976,9.847647934,soup
2293,-34.59594259,7.24684937,funday
2294,-78.84318285,7.838995048,hangry
2295,-48.11085061,30.36526051,xmas
2296,-27.69278997,30.78501625,lovely
2297,-43.45391329,-60.57362782,hamilton
2298,14.6046605,35.61255892,themoreyouknow
2299,13.19003987,-2.018626065,AmericanIdol
2300,-7.101336751,-62.15846689,trump2016
2301,-24.02304146,-57.95540137,Resistance
2302,-19.68633261,-20.03323431,jeep
2303,-27.59728713,13.29597811,highschool
2304,34.73546801,4.788746443,Congrats
2305,-50.92653466,-7.320371487,gardening
2306,-37.82345198,-65.73855544,Chelsea
2307,12.81949099,-28.3082443,rolltide
2308,40.22039427,-40.20253954,ALLinCLE
2309,12.71217566,11.37865305,WinterIsHere
2310,15.86355871,-17.46899449,FalconsWin
2311,-50.43283638,9.60818879,NationalDrinkWineDay
2312,-24.91646109,-17.68050574,pittsburgh
2313,-56.50663008,-10.48089276,forest
2314,-27.47558795,36.84423152,engagement
2315,-32.70637493,-15.83419667,michigan
2316,-57.6561291,-11.59519556,mountain
2317,-61.24914463,57.00793649,Bowie
2318,-23.76304143,12.59941802,2k17
2319,-79.47292024,-26.17942763,Maryland
2320,-18.70402269,48.26754333,mindfulness
2321,82.63463056,-16.68575494,BroncosCountry
2322,-19.38734174,-63.48248348,Comey
2323,-43.92839041,-56.36846232,citylife
2324,13.9395018,34.06546272,metoo
2325,-48.15045856,-63.23228904,chinatown
2326,56.10788349,-14.71497041,Beauty
2327,31.38716377,-28.00999762,ESPYS
2328,-80.21889829,-26.3311217,Kansas
2329,84.84016069,-19.94001055,Redskins
2330,12.93697526,20.53230872,TheForceAwakens
2331,-3.576870808,41.2478085,soon
2332,9.957108223,6.7845205,Survivor
2333,-40.83258162,-6.715180847,stars
2334,11.28320275,-10.02451324,Contest
2335,51.80200572,-13.16772637,Relax
2336,40.70988773,4.060726689,SnapChat
2337,73.47730757,-19.82985987,gohawks
2338,-8.618066168,-51.49913043,NBC
2339,-57.08762764,54.13399411,Flint
2340,12.6473499,76.48228559,abs
2341,-27.69500323,46.06145984,hate
2342,66.35026982,-34.46359486,original
2343,47.78249,21.75460348,grammys
2344,-20.91539623,-40.51279512,Australia
2345,-11.02984964,-38.48455006,guns
2346,-32.62830197,44.06563564,couple
2347,-44.58040012,17.16809103,nightout
2348,-79.48986448,-27.02611582,SouthCarolina
2349,58.09920944,-66.76466526,WorldSeriesGame7
2350,40.32837695,-42.42722326,OKCvsGSW
2351,47.04500996,19.45406272,legendary
2352,13.34946125,19.55331675,SDCC
2353,12.75818228,16.1752127,XMenApocalypse
2354,-9.164135078,-59.76527362,hypocrite
2355,19.03125628,-33.91121871,Duke
2356,-66.52928611,62.54850979,Riverdale
2357,15.9829978,42.88286676,facepalm
2358,42.26304746,-16.29576985,Foodie
2359,16.03954578,-30.20497899,OnWisconsin
2360,10.31780292,76.00844151,gainz
2361,20.30255599,14.88997223,SingleBecause
2362,-31.16078299,69.30980405,SiliconValley
2363,-10.22133645,59.00001859,purpose
2364,53.79961155,25.30302229,drums
2365,29.34066015,-8.923566733,L
2366,-24.58280005,-17.54629074,baltimore
2367,-81.03367956,-19.80929998,relationships
2368,8.109792878,71.04208054,body
2369,-29.31115056,-34.64187085,flight
2370,63.60436817,44.57577513,LeonardoDiCaprio
2371,-43.27031096,-29.21918849,tampa
2372,44.795746,-6.030738617,Black
2373,-31.73921093,70.51042773,app
2374,11.42487123,77.07231581,fitnessmotivation
2375,15.78975732,10.76830778,LHHNY
2376,-67.70525307,31.0117066,latte
2377,-6.3733119,54.76343399,reality
2378,-23.88166039,76.56975974,Millennials
2379,-8.514682166,86.54788715,a
2380,-82.15607907,3.332828377,burgers
2381,-62.93432117,63.64120325,retail
2382,-55.64972384,-46.72717349,lax
2383,-77.60118449,12.46283648,avocado
2384,-32.56396626,52.4332409,seniors
2385,5.103934017,-15.70283501,WatchMe
2386,10.36264907,43.68487603,thuglife
